الشكل جميل فقط, 0 '
'السلعة ممتازة ماشاء الله و وصلت في الوقت المحدد لها, 1 '
'سلعة رديئة جدا و بطيئة جدا و غير متزنة عند التشغيل و يجب أن يتم تشغيلها مرة ثم يعاد تشغيلها بعد فترة و لا تعمل إلا ثلاثة غزل فى المرة الواحدة و الغزل صغير جداو, 0 '
'سلعه فاشلة ومكشوطة و مستعمله, 0 '
'جزاك الله خير الله يجعله في ميزان حسناتك وشكرا لأمانتك انصح بالتعامل معه والتوصيل لا يعتبر متأخر لأنه في حالة الطلب من مواقع أخرى فإن الطلب يصل من اسبوعين لشهر, 1 '
'السلعة ممتازة وجيدة وأنصح بها من لديه أطفال لحفظ أغراضهم وكتبهم ورضعاتهم, 1 '
'رااائعة وعملية, 1 '
'البضاعة ممتازة وكما كان متوقعا, 1 '
'غير جيده ولا تستحق ان تعرض في موقع مثل سوق كي لا يخسر عملاء النظاراه ردئه الصنع وخامتها ضعيفه جدا وغير مطابقه في الموقع, 0 '
'إيجابيات و سلبيات جهاز ملاحة 7 بوصة مع خرائط الخليج والاردن و مصر و تركيا و المغرب و اوروبا بريطانيا و افريقا, 1 '
'غير جيد وذات جوده منخفضه ولا يوجد بها تناسق بالحجم وتعتبر من اسوء الصفقات التي قمت بها لا انصح بها ابدا, 0 '
'جهاز عملي وجبار اذا كنت تدور جهاز اندريد فهاذا جهاز جبار وفائق الاداء جدا جدا روعه وانصح فيه, 1 '
'لاتعمل بشكل جيد وتحتاج الى تغيير بطارية وتكلف نصف تكلفتها الحالية, 0 '
'المضخة لا تعمل اذا انا اشترى مروحه وليس مبرد هواء وتقدمت بشكوه ولم يهتم احد بي حتى الان فقمت بتصليحة على حسابى لذا لا انصح احد بشراؤه, 0 '
'عندما قمت بسن السكين لاول مرة بدلا من ان يسن السكين تاكلت خامة المسن, 0 '
'منتج جيد جدا و سهل الاستعمال, 1 '
'سئ جدا ولم تعمل, 0 '
'وحشة جدا ومكملتش حتى 20, 0 '
'بصراحة رائعة و ممتازة و سهلة الاستخدام و ممكن الابداع فيها بعدة طرق خصوصا في غرف النوم و للمسارح و الاماكن المظلمة, 1 '
'المنتج مضروب, 0 '
'سيئ اسم حزام تخسيس فقط لا غير لا انصح احد بإستعماله وهالغرب لعبو علينا بالداعيات ويثيرون الشخص المسكين والله جلس يشتغل مايقارب نصف ساعه كل عشر دقايق اعيد التشغيل من جديد مانزل نقطه عرق حراره فقط والاهتزاز يدووووخ الراس ويقلب الكبد, 0 '
'ماشاء الله تبارك الله السلعه ممتازه و أنصح بشرائها كمجرب لها أفادتني كثيير بعدة أموور و ربي يسعدك ماقصرت, 1 '
'جودة المنتج ضعيفه ولكن سعرها جيد, 0 '
'كافة البيانات سليمة والسلعة رائعة جزاكم الله خيرا, 0 '
'المنتج ردئ الصناعة والجودة منخفظه كذلك اثار استغرابي انها وصلت لي في حقيبة لنظارة بولس حتى الاطار الخاص بالنظارة مطبوع عليه بولس والعدسات بولرايزد نوعية العدسة غير ما كنت اتوقع بالاضافة الي انها عريضة على الوجه وغير ثابتة بسبب وزنها الخفيف تقييمي للمنتج لا يستحق المبلغ المعروضة به, 0 '
'رااااائع, 1 '
'سماعه مذهله وجميله وصوتها عالي يمكن اقترانها بالبلوتوث او ان في سي يمكن حملها في اي مكان صوت قوي جدا جدا انصح الجميع بهذا السماعة والله يوفقك, 1 '
'كل شي ممتاز العيب الوحيد تاخر وصلها فقط, 1 '
'شكرا واتمنى لكم التوفيق والنجاح, 0 '
'لا انصح احد يشترية, 0 '
'انصح التعامل مع البائع, 1 '
'صناعه رديئه ولا تحتمل الاستعمال ابدا ولن انصح بها صديق لانه سيكون خساره للمال بدون استفاده ما الفائده المرجوه اذا كان من اول لبس للحلق وما ان خلعته انفصلت اللؤلؤ عن الذهب, 0 '
'المنتج جيد جدا, 1 '
'يجب تخفيض السعر ليتناسب مع بقيه العروض, 0 '
'لعبة جميلة, 1 '
'اشتغل لمدة خمس دقائق وانقطع وقد حاولت عدة مرات بدون جدوى, 0 '
'انصح بعدم شراء هاذي السلعة لأنة غير مناسبة ولاتعمل مجرد دمية صغيرة وسعرها غالي وغير مناسب لحجمها لان سعرها الحقيقي لا يتجاوز ١٠ ريال المفروض, 0 '
'هل يوجد على المنتج عرض حبوب التخسيس البريطانيه المعروفه عالميا الكابسبليكس بلفلفل الاحمر, 0 '
'نفس الطلب بحذاقيره رائع سريع دقة نظافة متعة مغامرة في كل رسمة ذوق في الرسمات الناعمة جدا جدا جدا شكر خاص للبائع الصادق وشكر خاص لـ سوق كوم, 1 '
'نتائج الجهاز ممتازة جدا, 1 '
'السماعتين شغالة والصوت تمام لكن المشكلة بعد تجربتها وتشغيل مقاطع صوتية لكن الماء لا تعمل او تتراقص, 0 '
'هذا السرير أو المحجر كما يسمى ممتاز نوم ولعب بأمان خاصة للأطفال الرضع أقل من 3 سنوات, 1 '
'مطابق للصورةجودته جيدةووصلت بسرعة, 1 '
'راااااااااائعة جدا جدا, 1 '
'البخاخ الذي يستخدم مرة واحدة لايتوفر فيه قطعة القفل حتى يبدأ الرش لذا المنتج الان عديم الفائدة بالنسبة لي, 0 '
'لا يوجد, 1 '
'السلعة رديئة وقد تلفت من اول استخدام نوعية الشاش المستخدم خفيف جدا ويتمزق بسهولة عند اي استخدام واذا تمزق فقدت خاصيتها بمنع البعوض, 0 '
'انصح بشراء المنتج الصراحة ممتاز جدا انصح وبقوه, 1 '
'براون ماركه محترمه جدا, 1 '
'عند الرش يتسرب العطر من اسفل الغطاء البخاخ مما ادخلني في حالة شكك خصوصا ان الاصلي ﻻ يمكن ان يتسرب السائل من اسفل غطاء البخاخ مما جعلني استخدمه بنظام التقطير من الاعلى, 0 '
'كاميرا عملية وممتازة, 1 '
'السلعة من أسوء السلع تقيما وانصح بعدم شراءها لأنها بتتلف بسرعة وسعرها عالى الثمن وردية المنتج بانصح عدم الشراء, 0 '
'الجودة غير توقعاتي, 0 '
'جيد جدا للبطاقات للناس التي تحب الاحتفاظات بالبطاقات في السياره كالرخص والهويه وبطاقات الصراف, 1 '
'الساعة قدية جدا ولا تعمل حتى ان غطاء الساعه به صدأ وانها لا تعمل ابدا حيث ان البطارية خربانه ومتوقفه وكما انها بها عيوب بالصناعة بحيث ان مفتاح ضبط الساعه لا يعمل ايضا, 0 '
'سعيد جدا بامتلاك هذه العصارة لجودتها وسهولة استخدمها وسرعة ونقاء العصير بها, 1 '
'سيء جدآ, 0 '
'ممتع, 1 '
'إيجابيات و سلبيات 1 هارديسك داخلى 1 تيرا للجهاز المكتبى, 1 '
'الموتور قوي وسريع, 0 '
'تابلت ممتاز بامكانيات متوسطة الاداء, 0 '
'أنيق وجذاب جدآ وملفت للأنظار وقمة الروعه في التصميم, 0 '
'سي جدا لا انصح بشرائها, 0 '
'رائعة وجميلة وتتسحق اللعب أكثر من مرة منذ بداية الإعلان عنها وأنا أرغب في تجربتها والآن وقت, 1 '
'الزجاجات غير محكمة الاغلاق والتغليف باللاصق وهناك تسرب للحبر الاحمر, 0 '
'هل تركب على ايفون 4, 0 '
'ممتازة وخفيفة وسريعة لكن الافلام غير متوفرة, 1 '
'رائعه وعملية تسهل عملية تسريح الشعر لها فرشتين للشعر بمقاسين مختلفين تناسب طول الشعر المتوسط والطويل صناعه صينية سرعة التوصيل, 1 '
'الخامة الخاصة بالجراب رديئة جدا قشر من تاني يوم, 0 '
'رائع شكرا, 1 '
'جميلة جدا وجذابه, 1 '
'أستمتعت بالمنتج بالتحديات مع أصدقائي شكرا لكم على هذا المنتج الرائع, 1 '
'منتج بسيط الفكره ولكنه عملي ومهم وقد تحتاجه في اي وقت, 1 '
'منتج غير مظبوط من ناحية كمية تخزين الطاقة, 0 '
'الشاحن وعدم قدرتها على الطيران صغيرة جداا, 0 '
'أول شي مكوناته ناقصة لا ارسلوا سلك ولا واصل بين الجهاز والحاسب ثانيا لا يصلح لمدرسة ولا لبيت لانه ما يطع صور واضحة وانارته جدا ضعيفة والله ما يستاهل ولا نجمة واحدة, 0 '
'لاتتحمل مجهود العمل كما ان صناعتها رديئة, 0 '
'ممتازة جدا وذات جودة ولجودتها ولاكتمال المواصفات ومصداقيتها, 1 '
'نوعية الخامه جدآ عجبتني وشكلها جميل وانيق, 1 '
'بصراحه شريتهم ولا عجبني حرام فلوسي عليه, 0 '
'ساعه اطفال صغيره, 0 '
'جدا رائعة ومناسبة السعر جدا, 1 '
